doccano_id	query	passage	passage_id	label	score
4111	Qual foi a importância da usina de Volta Redonda RJ para a industrialização brasileira?	O processo de industrialização, porém, foi lento e só ganhou maior impulso durante a primeira guerra mundial, quando os produtos importados desapareceram do mercado e, com isso, estimulou-se a produção local. O processo desencadeou-se de fato somente após 1930, com a crise do café, a baixa do câmbio — que facilitou a importação de equipamentos — e um certo nível de acumulação de capital. Companhia Siderúrgica Nacional A usina de Volta Redonda RJ desempenhou importante papel para o desenvolvimento da indústria pesada nacional, propiciando a criação de novas indústrias e a expansão siderúrgica. Da segunda guerra mundial ao começo da década de 1960, o ritmo da industrialização no Brasil foi intenso, em parte em consequência do dinamismo do governo Juscelino Kubitschek. Um passo importante em direção à industrialização autônoma foi a instituição do monopólio estatal do petróleo, com a criação da Petrobrás, em 1953.	clueweb22-pt0001-52-06193_14	Perfect	3
4112	Qual foi a importância da usina de Volta Redonda RJ para a industrialização brasileira?	"A industrialização do Vale do Paraíba iniciou-se na década de 1940, durante o Estado Novo, após um acordo diplomático feito entre Brasil e Estados Unidos, que previa um projeto ambicioso: a construção de uma usina siderúrgica que suprisse a demanda por aço dos ""países aliados"" durante a Segunda Guerra Mundial e ajudasse no desenvolvimento do Brasil. No ano de 1946, foi inaugurado um dos maiores complexos siderúrgicos do mundo e o maior da América Latina, a Companhia Siderúrgica Nacional - CSN, instalada em Volta Redonda. O início da produção de aço na CSN serviu de base para a industrialização do país e, especialmente, do Vale do Paraíba, com a chegada de empresas ligadas a siderurgia na região, assim como a indústria automotiva e aeroespacial. O segmento de prestação de serviços se ampliou e a chegada de indústrias básicas passou a absorver toda a mão de obra. Com isso, apareceram outros elementos na paisagem urbana, voltados ao lazer das novas levas de trabalhadores, como bosques, pontes e coretos. Economia Agropecuária Plantação de arroz em Pindamonhangaba. A agropecuária ainda é de grande importância para vários municípios dessa região."	clueweb22-pt0000-61-04323_9	Highly Relevant	2
4113	Qual foi a importância da usina de Volta Redonda RJ para a industrialização brasileira?	"Alm da maior siderrgica da Amrica Latina, a Companhia Siderrgica Nacional (CSN), Volta Redonda abriga tambm as fbricas de cimento Votoran (do Grupo Votorantim), CSN Cimentos (do grupo CSN) e Tupi (da CP ""Cimento e Participaes""), a Usina de Oxignio e Nitrognio da White Martins, a Industria Nacional de Aos Laminados (INAL), alm da Companhia Estanifera Brasileira (CESBRA) e da S/A Tubonal (antiga Forjas Nacionais SA - FORNASA). Em diversos pontos da cidade, principalmente s margens da Rodovia dos Metalrgicos, h outras indstrias de menor porte, voltadas tanto para a rea de metal-mecnica, alimentos e vesturio. Est previsto a criao de um novo plo industrial s margens da Rodovia Nelson dos Santos Gonalves, e outro na Rodovia Presidente Dutra. Companhia Siderrgica Nacional - CSN A CSN foi fundada em 9 de abril de 1941, e iniciou suas operaes em 1 de outubro de 1946. A usina um marco no processo brasileiro de industrializao, pois foi a primeira produtora de ao do pas. Privatizada em abril de 1993, no governo Itamar Franco, passou por um profundo processo de reestruturao, o que a transformou num dos maiores complexos siderrgicos da Amrica Latina, com capacidade de produo de 5,8 milhes de toneladas anuais de ao bruto. Resende"	clueweb22-pt0001-68-17376_61	Highly Relevant	2
4114	Qual foi a importância da usina de Volta Redonda RJ para a industrialização brasileira?	Para criar as condições gerais de produção do processo de industrialização, o Estado Novo investiu grandes somas de capitais em empresas estatais nos setores de: siderurgia (Cia. Siderúrgica Nacional, Volta Redonda/RJ, 1940); mineração (Cia. Vale do Rio Doce, MG, 1942); mecânica pesada (Fábrica Nacional de Motores, RJ, 1943); química (Fábrica Nacional de Álcalis, Cabo Frio/RJ, 1943) e hidrelétrica (Cia Hidrelétrica do Vale do Rio São Francisco, 1945). O objetivo, nesses setores, era fazer os investimentos de capitais que a burguesia era incapaz de realizar, mas que eram de suma importância para o processo de industrialização, por criar condições de funcionamento a inúmeras empresas industriais, que necessitavam de energia elétrica, transformação de metais, elementos químicos, entre outros, para a continuação de suas atividades produtivas.	clueweb22-pt0000-87-06298_2	Highly Relevant	2
4115	Qual foi a importância da usina de Volta Redonda RJ para a industrialização brasileira?	A construção da Companhia Siderúrgica Nacional (CSN), em Volta Redonda – RJ decorreu dos Acordos de Washington. Esses acordos resultaram em uma aliança diplomática entre Brasil e Estados Unidos da América. A CSN foi financiada pelos Estados Unidos, e o Brasil comprometeu-se em fornecer aço aos Aliados durante a Segunda Grande Guerra. A construção da CSN impactou no apoio brasileiro ao bloco dos Aliados na Guerra Mundial, até então o Brasil mantinha-se neutro no conflito. Além do fornecimento de aço para os Aliados, o Brasil comprometeu-se em permitir a instalação de bases militares e aeroportos nas regiões Norte e Nordeste do país. Devido a esse acordo os países do Eixo consideraram que o Brasil não estava mais neutro na guerra e atacaram submarinos brasileiros. Após esse ataque, o Brasil ingressou definitivamente na guerra ao lado dos Aliados, em 22 de agosto de 1942. Brasil na Segunda Guerra Mundial	clueweb22-pt0001-04-04962_10	Relevant	1
4116	Qual foi a importância da usina de Volta Redonda RJ para a industrialização brasileira?	3) As indústrias de bens de consumo têm sua produção direcionada diretamente para o mercado consumidor, ou seja, para a população em geral. São divididas em indústrias de bens duráveis e de bens não duráveis. Consolidação da Base Após negociações, em 1941, Vargas conseguiu tecnologia e financiamento dos estados unidos para a construção da Companhia Siderúrgica Nacional (CSN), em Volta Redonda, Rio de Janeiro, que foi um marco importante para a industrialização do Brasil. A criação, em 1942, da Companhia Vale do Rio Doce (CVRD), para explorar e exportar minério de ferro de Minas Gerais. Na década de 1950, a escassez de energia elétrica, baixa produção de petróleo e a rede de transporte e comunicações deficientes representavam sérios obstáculos ao desenvolvimento industrial no Brasil. Para enfrentar, pelo menos parcialmente, esses problemas, o novo governo Vargas inaugurou, em 1951, a Companhia Hidrelétrica do São Francisco (Usina de Paulo Afonso) e, em 1953, a Petróleo Brasileiro S.A. (Petrobras). Substituição de importações No Brasil, após a Crise de 1929, a política de substituição de importações foi implementada com o objetivo de desenvolver o setor manufatureiro e resolver os problemas de dependência de capitais externos.	clueweb22-pt0001-44-04514_22	Relevant	1
4117	Qual foi a importância da usina de Volta Redonda RJ para a industrialização brasileira?	Desde 1940, após uma visita de Osvaldo Aranha, então ministro das Relações Exteriores do Brasil, aos Estados Unidos, desenvolviam-se negociações bilaterais entre os dois países. Em 1942, foram por eles assinados os Acordos de Washington, resultado das negociações que incluíram o preço do café brasileiro e o compromisso norte-americano de apoiar a industrialização do país financiando a construção da usina de Volta Redonda. Durante a guerra, as dificuldades de importação de produtos industrializados e de petróleo, cujo uso foi racionado, obrigaram o Brasil a acumular divisas estrangeiras. Todavia, percebendo-se desde logo que essas reservas estavam sendo esvaziadas pela inflação, a administração do país optou por obter dos Estados Unidos ajuda material específica de importância muito superior às reservas acumuladas. Foi esse, muito provavelmente, um dos principais passos rumo à plena industrialização do país.	clueweb22-pt0001-63-03310_27	Relevant	1
4118	Qual foi a importância da usina de Volta Redonda RJ para a industrialização brasileira?	 A Fundao Oswaldo Cruz (Fiocruz), no bairro de Manguinhos, o maior laboratrio pblico da Amrica Latina e um dos maiores do mundo e ocupa posio de destaque na pesquisa de remdios para diversas molstias. A Ceras Johnson, fabricante de inmeros produtos de limpeza e desinfetantes tambm tem sede no Rio de Janeiro. No sul do estado tambm se localiza um importante parque industrial, com destaque para a Companhia Siderrgica Nacional, (maior complexo siderrgico da Amrica Latina) instalada em Volta Redonda, PSA Peugeot Citron, Volksvagen Caminhes e nibus (maior fbrica de caminhes do Brasil), Coca-Cola (Companhia Fluminense de Refrigerantes), Guardian do Brasil, Galvasud, Indstrias Nucleares do Brasil (INB), Michelin, White Martins, a Industria Nacional de Aos Laminados (INAL), Companhia Estanifera Brasileira (CESBRA), Usinas Nucleares Angra 1, 2 e 3, entre outras. A Nissan tambm ir construir uma nova fbrica no municpio de Resende no sul do Estado. 5.	clueweb22-pt0001-68-17376_12	Relevant	1
4119	Qual foi a importância da usina de Volta Redonda RJ para a industrialização brasileira?	Brasil e no México. e) no Peru e na Bolívia. 4. (UFAL 2014) Leia os textos a seguir para responder a questão. Texto 1 No campo econômico, o governo estabeleceu uma política cujo objetivo era superar o modelo agrário-exportador, passando a incentivar a expansão das atividades industriais, abriu linhas de crédito para a instalação de novos estabelecimentos e estimularam a criação de conselhos, companhias e fundações para debater a questão da industrialização e da produção industrial. Texto 2 A economia também passou a estar diretamente subordinada ao presidente da República, que governava com o auxílio dos conselhos técnicos, o governo do Estado Novo deu muita importância à indústria nacional, para ajudar a desenvolvê-la, planejou a hidrelétrica de Paulo Afonso, no rio São Francisco, para o fornecimento de energia; fundou a Companhia Siderúrgica Nacional, em Volta Redonda, em 1943. Sua importância foi muito grande, pois passou a fornecer aço à indústria nacional. Disponível em: http://keullysbraz.no.comunidades.net. Acesso em: 9 dez. 2013. Os textos se referem a dois momentos distintos da Era Vargas, marcados, respectivamente, pelo(a) a) combate a crise do café e implantação de multinacionais em território brasileiro. b) busca de combustíveis fósseis e criação da PETROBRÁS.	clueweb22-pt0001-39-02827_2	Relevant	1
4120	Qual foi a importância da usina de Volta Redonda RJ para a industrialização brasileira?	• Industrialização tardia ou retardatária. • Industrialização  estimulou a urbanização  bairros industriais  migração do campo para a cidade  aumento da oferta de empregos nas cidades e o aparecimento de novas profissões. 7. A Primeira e a Segunda Revolução Industrial brasileira • 1930: consolidação da 1ª Revolução industrial  início do processo de passagem da sociedade economicamente agrária para a urbano- industrial; • Governo de Getúlio Vargas (1920-1945 e 1950- 1954): Insuficiência de fontes de energia  carvão mineral de baixa qualidade e petróleo só seria descoberto em 1939; • 1941: Início da construção da Companhia Siderúrgica Nacional (CSN), localizada em Volta Redonda (RJ)  produção de aço; 8. A Primeira e a Segunda Revolução Industrial brasileira • 1942: Criação da Companhia Vale do Rio Doce (CVRD) para a exploração do Quadrilátero Ferrífero de Minas Gerais  exploração de minério de ferro; • Governo de Juscelino Kubitschek (1956-1961): incentivou a internacionalização da economia com a instalação de transnacionais (empresas de outros países que abrem filiais em várias nações)  eram atraídas pela mão de obra barata e pela abundância de matérias-primas  concentraram- se principalmente em São Paulo;	clueweb22-pt0001-40-02770_5	Relevant	1
4121	Qual o uso dos códigos SWIFT?	"Um Código SWIFT é uma formato padrão de Código Internacional Bancário (BIC) usado para especificar um determinado banco ou agência. Esses códigos são usados ao transferir dinheiro entre bancos, principalmente em transferência wire. Os bancos também usam esses códigos para trocar mensagens entre eles. Os códigos SWIFT são compostos por 8 ou 11 caracteres. Todos os códigos de 11 dígitos referem-se a agências específicas, enquanto os códigos de 8 dígitos (ou aqueles que terminam em 'XXX') referem-se à sede ou ao escritório principal. Os códigos SWIFT são formatados da seguinte forma: AAAA BB CC DDD Primeiros 4 caracteres - código do banco (apenas letras) Próximos 2 caracteres - código do país ISO 3166-1 alfa-2 (apenas letras) Próximos 2 caracteres - código do local, o participante passivo terá ""1"" no segundo caractere (letras e dígitos) Últimos 3 caracteres - código da agência, opcional - 'XXX' para sede principal (letras e dígitos) A desvantagem das transferências internacionais com seu banco"	clueweb22-pt0000-76-18202_3	Perfect	3
4122	Qual o uso dos códigos SWIFT?	"Um Código SWIFT é uma formato padrão de Código Internacional Bancário (BIC) usado para especificar um determinado banco ou agência. Esses códigos são usados ao transferir dinheiro entre bancos, principalmente em transferência wire. Os bancos também usam esses códigos para trocar mensagens entre eles. Os códigos SWIFT são compostos por 8 ou 11 caracteres. Todos os códigos de 11 dígitos referem-se a agências específicas, enquanto os códigos de 8 dígitos (ou aqueles que terminam em 'XXX') referem-se à sede ou ao escritório principal. Os códigos SWIFT são formatados da seguinte forma: AAAA BB CC DDD Primeiros 4 caracteres - código do banco (apenas letras) Próximos 2 caracteres - código do país ISO 3166-1 alfa-2 (apenas letras) Próximos 2 caracteres - código do local, o participante passivo terá ""1"" no segundo caractere (letras e dígitos) Últimos 3 caracteres - código da agência, opcional - 'XXX' para sede principal (letras e dígitos) A desvantagem das transferências internacionais com seu banco"	clueweb22-pt0000-96-07045_3	Perfect	3
4123	Qual o uso dos códigos SWIFT?	"Códigos SWIFT dos bancos brasileiros | AgenciasBancos.com Safra Santander Unibanco Outros Bancos Códigos SWIFT dos bancos brasileiros Compartilha O código SWIFT é um formato padrão de códigos de identificação bancária (BIC) e é um código único de identificação de um banco especifico. Estes códigos são usados para transferir dinheiro entre bancos, especialmente para transferências internacionais. Os bancos também usadm os códigos para a troca de outras mensagens entre eles. O código SWIFT é composto por 8 ou 11 dígitos. Quando é dado um código de 8 dígitos, refere-se à Matriz. 4 primeiros dígitos - código do banco (apenas letras) Próximos dois dígitos - ISO 3166-1 alfa-2 código do país (apenas letras) Próximos dois dígitos - código local (letras e números) (participante passivo terá ""1"" no segundo dígito) Últimos 3 dígitos - código da agência, opcional (""XXX"" para a Matriz) (letras e números) Atualmente, existem mais de 7.500 códigos SWIFT em uso. Os códigos ativos são para os parceiros que estão ativamente ligados à rede SWIFT. Os registros de Códigos SWIFT são gerenciados pela Sociedade de Telecomunicações Financeiras Interbancárias Mundiais (Society for Worldwide Interbank Financial Telecommunication, ""SWIFT"") cuja sede está localizada em La Hulpe, na Bélgica."	clueweb22-pt0000-81-05159_0	Perfect	3
4124	Qual o uso dos códigos SWIFT?	O que é o código SWIFT? - Saiba Mais no Blog Confidence Câmbio Home > Blog > Produtos > O que é código SWIFT? Voltar O que é código SWIFT? (3.50/5 - 6 avaliações) 3 min de leitura Por: Confidence Câmbio • 27 Mar 18 SWIFT e BIC para identificação de bancos em operações de Transferência Internacional Para realizar operações de transferências internacionais é preciso informar o código SWIFT – também conhecido como BIC. A princípio ele pode causar estranheza, mas o SWIFT é apenas um sistema internacional para identificar os bancos envolvidos nas operações. O código SWIFT surgiu da necessidade de padronização e com isso proporciona também mais segurança e facilidade no processo de transferências de dinheiro entre países que não têm o mesmo idioma. Para te ajudar a entender melhor, preparamos um material sobre o significado e como funciona o SWIFT. Confira: SWIFT: o que é? O SWIFT, ou BIC, é um código universal com de 8 a 11 caracteres que identificam a instituição bancária no processo de transferências internacionais. As iniciais do SWIFT significam Society for Worldwide Interbank Financial Telecommunication, já o termo BIC é uma sigla referente a Bank International Code. Como funciona o código SWIFT/BIC?	clueweb22-pt0001-91-11827_0	Perfect	3
4125	Qual o uso dos códigos SWIFT?	Código SWIFT: o que é, como funciona e como saber o do seu banco Código SWIFT para transferência internacional Aviso de afiliado Início Dicionário SWIFT O que é o código SWIFT do banco? O código SWIFT, também conhecido como BIC ou SWIFT/BIC, é um código alfanumérico com 8 ou 11 dígitos que identifica bancos e instituições financeiras em todo o mundo. É usado especialmente em transferências bancárias internacionais e pagamentos SEPA na Europa. Ele é um tipo de Código de Identificação Bancária (BIC), sendo considerado o padrão (norma ISO 9362) para transações internacionais. Em outras palavras, o código SWIFT é quase como se fosse o CEP do banco, garantindo que o dinheiro vá para o lugar certo. A sigla SWIFT significa Society for Worldwide Interbank Financial Telecommunication (ou Sociedade de Telecomunicações Financeiras Interbancárias Mundiais, em português), que é uma rede global que processa pagamentos entre diferentes países. Para que serve o código Swift? O código SWIFT serve ​​para identificar a rede bancária do destinatário quando você envia dinheiro para o exterior. Quando usado ​​em conjunto com outros dados e identificadores, como o IBAN da conta, sua função é dizer exatamente onde o dinheiro transferido deve ser depositado.	clueweb22-pt0000-33-13712_0	Perfect	3
4126	Qual o uso dos códigos SWIFT?	SWIFT: o que é o código e como funciona o sistema - Significados SWIFT: o que é o código e como funciona o sistema Talita Carvalho Licenciada em Economia O que é SWIFT: SWIFT é um código utilizado para a identificação de instituições financeiras em transações internacionais. A sigla significa “ Society for Worldwide Interbank Financial Telecommunication ” (Sociedade para as Telecomunicações Financeiras Interbancárias Mundiais). Também chamado de BIC, os códigos SWIFT são formados por uma combinação de 8 a 11 caracteres e foram desenvolvidos para facilitar e dar mais segurança às transações entre bancos de diferentes países. BIC significa “ Bank International Code ” (Código Internacional Bancário) Como funciona o código SWIFT? O código SWIFT é composto por 4 partes e seu número de caracteres varia de 8 a 11. Confira como ele é formado: AAAA BB CC DDD AAAA: os 4 primeiros caracteres são compostos por letras e identificam uma instituição bancária. BB: esse código identifica o país da instituição e deve ser composto por letras. No caso do Brasil é BR. CC: esse código identifica a região do banco e pode ter letras e números.	clueweb22-pt0001-70-16813_0	Perfect	3
